title,artist_name,style,genre,description
Crucifixion,Bacon Francis,Expressionism,figurative,"'Crucifixion' is the work that first launched Bacon into the public eye, long before the much greater successes of the post-war years. The painting may have been inspired by Rembrandt's  [url=https://www.wikiart.org/en/rembrandt/the-carcass-of-an-ox-1657]Slaughtered Ox[/url] (c.1638), but also by Picasso's Surrealist style (perhaps sensing this latter connection, Herbert Read, in his book Art Now, illustrated 'Crucifixion' adjacent to a Picasso's  [url=https://www.wikiart.org/en/pablo-picasso/bather-with-beach-ball-1932]Bather[/url]). The translucent whiteness painted over the bodily frame in 'Crucifixion' adds a ghostly touch to an already unsettling composition, introducing Bacon's obsession with pain and fear. Exhibited at a time when the horrors of the First World War were still remembered, 'Crucifixion' spoke of how brutality had changed the world forever. At the time of writing the picture is owned by [url=https://www.wikiart.org/en/damien-hirst]Damien Hirst[/url], an artist who has acknowledged a large debt to Bacon."
Three Studies for Figures at the Base of a Crucifixion,Bacon Francis,Expressionism,figurative,"The triptych painting [i]Three Studies for Figures at the Base of a Crucifixion[/i] (ca. 1944) by Francis Bacon is a pivotal work in the artist’s career, that is widely considered as Bacon’s first mature piece. Bacon’s crucifixion depicts distorted and deformed figures against a hot orange background. Despite the title, Bacon stated that the painting did not directly relate to the crucifixion. The artist stressed that as a non believer, he treated the crucifixion as an act of human behavior rather than an event of religious significance. He also connected the image to Greek mythology and Aeschylus’s trilogy of tragedies, the [i]Oresteia[/i]: the distorted figures were inspired by the Furies, mythical creatures of revenge who pursue Orestes in [i]The Eumenides[/i]. 

The painting was first exhibited at the [i]Lefevre Gallery[/i] in London in April 1945 alongside works of more established artists: [url href=https://www.wikiart.org/en/frances-hodgkins]France Hodgkins[/url], [url href=https://www.wikiart.org/en/matthew-smith]Matthew Smith[/url], [url href=https://www.wikiart.org/en/henry-moore]Henry Moore[/url] and [url href=https://www.wikiart.org/en/graham-sutherland]Graham Sutherland[/url]. The critic John Russell recalled the painting’s strong impact and many shocked and disturbed reactions from the critics and the public. Significantly, the exhibition coincided with the final days of World War II, and the incoming information about German concentration camps that were liberated by the Allies. Even though the distorted figures in [i]Three Studies for Figures at the Base of a Crucifixion[/i] have no direct connection to the shocking images of Auschwitz and Bergen-Belsen, the painting is often analyzed in the context of World War II. Some scholars suggest that the painting reflects the pessimism felt after the events of the Holocaust and the advent of nuclear weapons. 

Bacon’s pictorial language in [i]Three Studies for Figures at the Base of a Crucifixion[/i] has been linked to [url href=https://www.wikiart.org/en/artists-by-art-movement/surrealism#!#resultType:masonry]Surrealism[/url], and the distorted figures were compared to those of Surrealist painters [url href=https://www.wikiart.org/en/joan-miro]Joan Miró[/url] and [url href=https://www.wikiart.org/en/salvador-dali]Salvador Dalí[/url]. However Bacon preferred to distance himself from Surrealism: he was more interested in the Surrealist artistic language than the movement’s ideas and concepts. Another important influence was [url href=https://www.wikiart.org/en/pablo-picasso]Pablo Picasso[/url] and his pictures of [url href=https://www.wikiart.org/en/pablo-picasso/head-1929]biomorphic forms from the late 1920s[/url] and mid 1930s. Most notably, similarities are found between the forms in Picasso’s [url href=https://www.wikiart.org/en/pablo-picasso/crucifixion-1930][i]Crucifixion[/i][/url] (1930) and Bacon’s triptych. Building on Picasso exploration of forms, Bacon furthered the possibilities of painting organic forms that relate to but also distorts the human image. 

Bacon’s extreme distortion of forms creates a disturbing effect that left many startled and troubled by the image. Still, [i]Three Studies for Figures at the Base of a Crucifixion[/i] received critical and institutional recognition, in 1954 the triptych was included in Bacon’s section of the British pavilion at the Venice Biennale. However, both at the Venice and São Paulo Biennale the title of the painting was changed to [i]Three Studies for a Larger Composition[/i], in order to minimize potential offense or controversy. Often times Bacon painted additional versions of his major works, revisiting and developing important themes in his art. During the 1960s, he painted more versions of the theme, [url href=https://www.wikiart.org/en/francis-bacon/three-studies-for-a-crucifixion-1962][i]Three Studies for a Crucifixion[/i][/url] (1962) and [url href=https://www.wikiart.org/en/francis-bacon/crucifixion-1965][i]Crucifixion[/i][/url] (1965) and in the 1980s he revisited the composition more literally in [url href=https://www.wikiart.org/en/francis-bacon/second-version-of-triptych-1944-1988][i]Second Version of Triptych 1944[/i][/url] (1988)."
Painting,Bacon Francis,Expressionism,"allegorical painting, symbolic painting","The layered images of this enigmatic painting blend into each other, giving it a dreamlike (or nightmarish) quality. From the top, the outstretched wings of a bird skeleton seem to be perched upon a hanging carcass, the latter motif influenced, like Bacon's Crucifixion from 1933, by Rembrandt. In the foreground, a well-dressed man under an umbrella sits in a circular enclosure which might be decorated with more bones and another carcass. The strange, collage-like composition of this work reveals Bacon's method. ""The one like a butcher's shop, it came to me as an accident,"" he once said of the picture. ""I was attempting to make a bird alighting on a field. And it may have been bound up in some way with the three forms that had gone before, but suddenly the lines that I'd drawn suggested something totally different, and out of this suggestion rose the picture. I had no intention to do this picture; I never thought of it in that way. It was like one continuous accident mounting on top of another."""
Study for a Portrait,Bacon Francis,Expressionism,figurative,"Francis Bacon’s painting [i]Study for a Portrait[/i] (1952), at times known as [i]Businessman I[/i] or [i]Man’s Head[/i] deals with the motif of the scream, an important and recurring visual in Bacon’s body of work. The painting depicts the head and shoulders of a screaming male figure, who wears glasses, a suit and a tie. [i]Study for a Portrait[/i] can be viewed as part of Bacon’s development in the genre of portraiture. Bacon’s engagement with the motif of a head in isolation began in 1948, and his first identifiable portrait was of his close friend Lucian Freud, [url href=https://www.wikiart.org/en/francis-bacon/portrait-of-lucian-freud-1951][i]Portrait of Lucian Freud[/i][/url] (1951). Even though Freud and others posed for Bacon, the artist often preferred to work with photographic sources. 

The motif of the screaming mouth became an important theme in Bacon’s art in the late 1940s and early 1950s in paintings such as [url href=https://www.wikiart.org/en/francis-bacon/study-after-velazquezs-portrait-of-pope-innocent-x-1953][i]Study after Velazquez's Portrait of Pope Innocent X[/i][/url] (1953) and [url href=https://www.wikiart.org/en/francis-bacon/three-studies-of-the-human-head-1953][i]Three Studies of the Human Head[/i][/url] (1953). In 1949 the critic Robert Melville suggested a connection between Bacon’s painting [url href=https://www.wikiart.org/en/francis-bacon/head-vi-1949][i]Head VI[/i][/url] (1949) and a scene from [i]Battleship Potemkin[/i] (1925), a film by Soviet director Sergei Eisenstein. The film was based on the events of a 1905 mutiny of the crew of the Russian battleship [i]Potemkin[/i]. In the film, after the crew rebels against the officers, the Tsars soldiers carry out a massacre on the vast stairway in the city of Odessa. Although Bacon saw the film in 1935, he painted from the still images in Roger Melville’s 1944 book [i]Film[/i]. He was particularly interested in the image of a wounded, elderly nurse, who wears cracked glasses and has blood running down her face into her open screaming mouth. This was possibly one of the images that inspired [i]Study for a Portrait[/i]. Other paintings by Bacon  such as [i]Study After Velazquez’s Portrait of Innocent X[/i] (1953) have also been linked to the image of the nurse from Battleship Potemkin. Bacon’s interest in the human mouth was also sometimes associated with a book Bacon bought in 1935 that featured sections about diseases of the mouth.

In [i]Study for a Portrait[/i] Bacon employed the ‘space frame’ technique, that creates the illusion of a figure trapped in a transparent cage. Bacon’s use of ‘space framers’ was probably influenced by both contemporary works, such as [url href=https://www.wikiart.org/en/alberto-giacometti/cage][i]Cage[/i][/url] (1930-1931) by [url href=https://www.wikiart.org/en/alberto-giacometti]Alberto Giacometti[/url] as well as Renaissance paintings such as [url href=https://www.wikiart.org/en/titian/filippo-archinto][i]Portrait of Cardinal Filippo Archinto[/i][/url] (ca. 1558) by [url href=https://www.wikiart.org/en/titian]Titian[/url]. For Bacon this pictorial device served as a visual representation of psychological entrapment.Bacon’s subject in the [i]Study for a Portrait[/i] is a suited man, a recurring theme in Bacon’s work, for example in his [url href=https://www.wikiart.org/en/francis-bacon/all-works#!#filterName:Series_man-in-blue,resultType:masonry][i]Man in Blue[/i][/url] series painted in 1954. In paintings [url href=https://www.wikiart.org/en/francis-bacon/man-in-blue-i-1954][i]Man in Blue I[/i][/url] (1954) and [url href=https://www.wikiart.org/en/francis-bacon/man-in-blue-v-1954][i]Man in Blue V[/i][/url] (1954), the suited man can be interpreted in two roles, that of an ‘interrogator’ and of a ‘victim’.  [i]Study for a Portrait[/i] is one of paintings in which Bacon explores themes of isolation and madness."
Dog,Bacon Francis,Expressionism,animal painting,"Bacon used a variety of strategies to represent what one commentator described as 'the anguish of contemporary life'. Here we see his use of animals to evoke aggression, vulnerability or both. The image of the dog derived from Eadward Muybridge's time-lapse photographs of animals in motion. Bacon smeared the paint to suggest what seems to be demented movement. In contrast the setting, depicted with an economy of means, was based on the sea front in Monte Carlo, where he had lived from 1946 to 1950."
Two Figures,Bacon Francis,Expressionism,genre painting,"Due to its homosexual overtones, the inaugural exhibition of Two Figures caused an uproar. Drawn from studies of anatomical drawings and Eadweard Muybridge's motion photography, Two Figures is as much an exploration of the body in action as it is a representation of the physical act of love. The two figures entwined in bed are covered by Bacon's ""curtain"" of striated lines, which both obstructs the view and enhances the movement of the figures. Instead of evoking the romance of a nighttime rendezvous, the dark colors of the painting allude to a more sinister encounter."
Study after Velazquez's portrait of Pope Innocent X,Bacon Francis,Expressionism,symbolic painting,"As the title suggests, Francis Bacon’s [i]Study After Velazquez’s Portrait of Innocent X [/i](1953) was inspired by the 17th century portrait [url href=https://www.wikiart.org/en/diego-velazquez/portrait-of-pope-innocent-x-1650][i]Pope Innocent X[/i][/url] (1650) by Spanish painter [url href=https://www.wikiart.org/en/diego-velazquez]Diego Velazquez[/url]. In fact, Bacon was fascinated with the figure of the Pope throughout the 1950s and and the early 1960s, painting around fifty portraits of the subject matter. One of the starting points for this series was Velazquez’s portrait: Bacon was transfixed with the painting keeping several reproductions in his studio. However, while visiting Rome in 1954, he chose not see the original painting at the [i]Galleria Doria Pamphilj[/i]. Velazquez, who painted the Pope at the height of his political power, created a portrait that embodied his authority and status as a spiritual leader. Bacon’s [i]Study After Velazquez’s Portrait of Innocent X[/i] shatters this image with the depiction of the screaming Pope. 

His papal portrait presents a critical perspective of traditional papal portraits, as well as a broader critique of Christianity. For Bacon, the Pope is a kind of tragic figure, that renounces all individuality and self-identity to uphold a public role of a stifling belief system. This system of oppression is the source of violence Bacon portrays in [i]Study After Velazquez’s Portrait of Innocent X[/i]. By painting vertical folds of color, he creates a unique pictorial space that gives the illusion of an isolated space or cage - a pictorial device known as ‘space frames’. Bacon’s use of ‘space frames’ relates to the work of his contemporary, Italian sculptor [url href=https://www.wikiart.org/en/alberto-giacometti]Alberto Giacometti[/url]. The ‘space-frame’ was a motif in Giacometti’s sculpture [url href=https://www.wikiart.org/en/alberto-giacometti/cage][i]Cage[/i][/url] (1930-31) and a framing device in his later paintings like [url href=https://www.wikiart.org/en/alberto-giacometti/diego-seated-1948][i]Diego Seated[/i][/url] (1948). The technique of distancing the figure was applied by Old Masters, for instance [url href=https://www.wikiart.org/en/titian]Titian[/url] in his [url href=https://www.wikiart.org/en/titian/filippo-archinto][i]Portrait of Cardinal Filippo Archinto[/i][/url] (ca. 1558). 

In Bacon’s case the ‘space frame’ can be a visual representation of psychological entrapment, which is also conveyed through the Pope’s chilling cry of horror. The screaming Pope can be linked to post existential [i]angst[/i] and Friedrich Nietzsche’s concept of the ‘death of God’. Bacon, a staunch atheist, exposes the Pope as an empty symbol by visually deconstructing the powerful figure portrayed by Velazquez. 

The disintegrated figure in [i]Study After Velazquez’s Portrait of Innocent X[/i] is traced to Bacon’s earlier painting [url href=https://www.wikiart.org/en/francis-bacon/head-iv-1949][i]Head VI[/i][/url] (1949). This was the first time Bacon referenced Velazquez’s Pope Innocent X. The study of the head develops into a full portrait in [i]Study After Velazquez’s Portrait of Innocent X[/i]. In both paintings color played an important role in transforming Velazquez’s dignified portrait painted in soft and muted tones. Bacon used a garish purple to replace the lush red of the Pope’s cape, and he heightened the color contrast with the translucent yellow and gold throne. The purple cape in particular is recurring in Bacon’s papal portraits, for example [url href=https://www.wikiart.org/en/francis-bacon/pope-i-1951][i]Pope I[/i][/url] (1951) and [url href=https://www.wikiart.org/en/francis-bacon/untitled-pope-1954][i]Untitled (Pope)[/i][/url] (c.1954). The glaring colors against the dark background heighten the sense of drama, and enhance the disturbing atmosphere evoked by Bacon’s portrait."
Study for a Portrait of Van Gogh IV,Bacon Francis,Expressionism,"portrait, sketch and study","The painting [i]Study for portrait of Van Gogh IV[/i] (1957) by Francis Bacon is one of six canvases the artist dedicated to the subject. All six paintings were inspired by Vincent Van Gogh’s [url href=https://www.wikiart.org/en/vincent-van-gogh/selfportrait-on-the-road-to-tarascon-the-painter-on-his-way-to-work-1888][i]The Painter on the Road to Tarascon[/i][/url] (1888), a painting that was destroyed during World War II. Bacon confirmed that he never saw that painting and instead he worked from a reproduction. [i]The Painter on the Road to Tarascon[/i] is an unusual example of a self portrait, in that the figure is painted  in a landscape setting. The figure is seen at a distance, but Van Gogh’s shows an extension of his personality through the dark shadow of the figure. 

In Bacon’s versions, including [i]Study for portrait of Van Gogh IV[/i], the road tends to rise steeply, and the figure is much larger within the composition. Bacon also painted the figure in various poses and cleverly reinvented the element of the shadow in each painting. Through his interpretations of [i]The Painter on the Road to Tarascon[/i] Bacon explored themes of isolation: [i]‘I’ve always liked early Van Gogh best, but that haunted figure on the road seemed just right at the time - like a phantom of the road, you could say.’[/i] While Bacon engaged with themes of madness and isolation throughout his career, the series placed these concepts in the specific context of Van Gogh’s biography. The idea of the ‘haunted figure’ aligns with the overall perception of Van Gogh as a misunderstood and ultimately tragic genius. Bacon’s series engages with this narrative by presenting the artists as a lone traveller, a solitary figure separate from mainstream society. In [i]Study for portrait of Van Gogh IV[/i], the painter is a lone figure surrounded by dark shadows that give a sense of anguish and disquiet. By playing up the idea of ‘the haunted figure’ and emulating Van Gogh's style and technique, Bacon managed to fuse Van Gogh’s artistic identity with his own. 

Most of the paintings were completed in the course of two weeks in 1957 as Bacon was rushing to fill an exhibition at the [i]Hanover Gallery[/i] in London. Bacon completed the series during the course of the exhibition, adding two more paintings to the space after the opening. This series provoked a shift in Bacon’s style and technique: his brushwork became more expressive, his colors more lively and he used the impasto technique associated with Van Gogh’s style. This shift however is not solely attributed to Van Gogh, the use of color and its application was also influenced by the works of painter [url href=https://www.wikiart.org/en/chaim-soutine]Chaim Soutine[/url]. Another formative experience in Bacon’s transition was his visit to Morocco - the fierce and bright light of Tangier influenced his departure from a previously sombre palette of famous works such as [url href=https://www.wikiart.org/en/francis-bacon/painting-1946][i]Painting[/i][/url] (1946), [url href=https://www.wikiart.org/en/francis-bacon/figure-with-meat-1954][i]Figure with Meat[/i][/url] (1954) and the [url href=https://www.wikiart.org/en/francis-bacon/head-iv-1949][i]Head series[/i][/url] (1949)."
Study for the Nurse in the film 'Battleship Potemkin',Bacon Francis,Expressionism,sketch and study,"Sergei Eisentstein’s 1925 silent film the “Battleship Potemkin” was an influential work for Bacon, who was inspired by one particular image of the film as a catalyst for many of his works. The particular image is the screaming face of the nurse in the film. Her face is bloody and her glasses are crushed against the right side of her face, mouth frozen open in a silent scream of terror. Bacon saw the film for the first time in 1935, and thereafter kept a photographic still of the nurse’s screaming face as inspiration for his later works."
"Landscape near Malabata, Tangier",Bacon Francis,Expressionism,landscape,"On the opening day of Bacon's first major retrospective at the Tate Gallery, amidst telegrams of congratulation, one message informed him of the death of Peter Lacy in Tangier. He had parted company with Lacy some years before, and his death from drink had not been difficult to predict, yet Bacon was nonetheless deeply affected. In 1963 he painted the dark and ambiguous Landscape near Malabata, Tangier in memory of Lacy’s final resting place."
Portrait of George Dyer Crouching,Bacon Francis,Expressionism,portrait,"Bacon was in his 60s when he met the young George Dyer. Their relationship, although romantic, always had the sense of a father-son dynamic. Dyer was constantly in need of attention and reassurance, and the naked embryonic form kneeling precariously on a ledge expresses his vulnerability. The circular sofa, however, surrounds him in a protective embrace. Uncharacteristically, the coloring is light and subdued, although the red and green highlights hint at an inner struggle. Dyer suffered from a lifelong addiction to drugs and alcohol, which is alluded to by the painted figure looking downward into a central abyss."
Study for Head of George Dyer,Bacon Francis,Expressionism,sketch and study,"Created at the height of their love affair, this painting was of Bacon’s close companion and lover, George Dyer, who modeled for many of Bacon’s paintings, becoming a dominating presence in many of them. They had a tumultuous relationship at best. As Dyer began drinking more heavily, their relationship deteriorated to the point that all Bacon did was support Dyer’s drinking habits. He began to be a nuisance for bacon and his artist friends, and Bacon began painting him less and less. Dyer, feeling the sting of rejection, attempted to get Bacon’s attention by attempting suicide a number of times, and once planting cannabis in Bacon’s apartment and calling the police. In October 1971, the night before Bacon’s exhibition at the Grand Palais in Paris, Dyer overdosed on barbiturates, killing himself. Although the loss affected him deeply, Bacon remained stoic throughout the exhibition and the ensuing media frenzy and funeral. Dyer’s death had a prevailing influence on Bacon’s later works, which were haunted by death and despair."
Triptych – August 1972,Bacon Francis,Expressionism,figurative,"Francis Bacon’s [i]Triptych - August 1972[/i] (1972) consists of three panels that depict male figures in a domestic setting. The triptych is a popular format in Bacon’s art, and the format of some of his prominent works like [url href=https://www.wikiart.org/en/francis-bacon/three-studies-for-figures-at-the-base-of-a-crucifixion-1944][i]Three Studies for Figures at the Base of a Crucifixion[/i][/url] (1944), [url href=https://www.wikiart.org/en/francis-bacon/three-studies-for-a-crucifixion-1962][i]Three Studies for a Crucifixion[/i][/url] (1962) and [url href=https://www.wikiart.org/en/francis-bacon/study-for-three-heads-1962][i]Study for Three Heads[/i][/url] (1962). The three-part composition appealed to Bacon because of its ability to isolate and juxtapose the figures in a way that downplayed the narrative qualities of his paintings. 

The central panel presents an entanglement of two bodies that likely depict a homosexual coupling. The motif of the central panel is similar to that of an earlier painting [url href=https://www.wikiart.org/en/francis-bacon/triptych-studies-from-the-human-body-1970-0][i]Triptych - Studies from the Human Body[/i][/url] (1970) - the central panel of the painting portrays similar organic forms that meld into one. When talking about the motif in  [i]Triptych - Studies from the Human Body[/i], Bacon stated that he wanted to ‘[i]make an image which coagulated this sensation of two people in some form of sexual act on the bed[/i]’. Thus it is likely, he had similar intentions when painting [i]Triptych - August 1972[/i] (1972). Bacon composed this distorted image by adapting the pose from one of his favourite photographic sources, ‘[i]Some Phases in a Wrestling[/i]’ from Eadweard Muybridge’s sequential photographs that were published in [i]The Human Figure in Motion[/i]. Bacon owned a copy of the book, and has described these photographs as a ‘dictionary’ of human motion. The photographs were a source for earlier painting from the 1950s, [url href=https://www.wikiart.org/en/francis-bacon/two-figures-1953][i]Two Figures[/i][/url] (1953) and [url href=https://www.wikiart.org/en/francis-bacon/two-figures-in-the-grass-1954][i]Two Figures in the Grass[/i][/url] (1954). In reviewing all of the paintings, Bacon’s figures gradually lose their separate identities and ultimately liquify into one another in the triptychs. 

The painting [i]Triptych - August 1972[/i] along with [url href=https://www.wikiart.org/en/francis-bacon/triptych-in-memory-of-george-dyer-1971][i]In Memory of George Dyer[/i][/url] (1971) and [url href=https://www.wikiart.org/en/francis-bacon/triptych-may-june-1973][i]Triptych. May-June 1973[/i][/url] (1973) are at times called [url href=https://www.wikiart.org/en/francis-bacon/all-works#!#filterName:Series_black-triptychs-1972-1974,resultType:masonry][i]‘The Black Triptychs’[/i][/url] (referring to the black backgrounds of the paintings). This grouping identifies these paintings as Bacon’s reaction to the 1971 suicide of his former lover and model, George Dyer. However, this grouping is sometimes challenged for being inaccurate or incomplete. Other works from the period such as [url href=https://www.wikiart.org/en/francis-bacon/figure-in-movement-1972][i]Figure in Movement[/i][/url] (1972) and [url href=https://www.wikiart.org/en/francis-bacon/three-studies-of-figures-on-beds-1972-0][i]Three Studies of Figures on Beds[/i][/url] (1972) also deal with the events of Dyer’s death point to the fact that Bacon did not conceive [i]‘The Black Triptychs’[/i] as a series. Furthermore, Hugh Davies (art critic who made the initial identification of the grouping) revised his position stating that [url href=https://www.wikiart.org/en/francis-bacon/triptych-march-1974-1974][i]Triptych, March 1974[/i][/url] (1974) is the final triptych of the series instead of [i]Triptych. May-June 1973[/i]. Therefore, there is no clear evidence that Bacon intended these works to function as a sequence. In the case of [i]Triptych August 1972[/i], Bacon commented that he used black for the background for aesthetic rather than symbolic reasons."
Triptych August 1972,Bacon Francis,Expressionism,figurative,"This work is generally considered one in a series of Black Triptychs which followed the suicide of Bacon’s lover, George Dyer. Dyer appears on the left and Bacon is on the right. The central group is derived from a photograph of wrestlers by Edward Muybridge, but also suggests a more sexual encounter. The seated figures and their coupling are set against black voids and the central flurry has been seen as ‘a life-and death struggle’."
Study for Self-Portrait,Bacon Francis,Expressionism,sketch and study,"Contemporarily held in a private collection, this set of triptychs is both Bacon’s most personal and least experimental paintings. It was created during after a time in which Bacon had lost many close friends, and examines themes of life and death, and the effect of age on the human physique. During the 1970’s Bacon lost his close companion George Dyer, and in the 1980’s, his sister Winifred, as well as other close friends passed away. He was quoted as saying that he was reduced to paint only self portraits because so many people around him had died that the only person he had left to paint was himself."
Expression of the Universe of the Color Lead Orange,Klein Yves,Minimalism,abstract,Painting known for having been rejected by the jury of the Salon des Réalités Nouvelles in Paris.
Leap into the Void,Klein Yves,Nouveau Réalisme,photo,"Photo was taken on rue Gentil-Bernard, Fontenay-aux-Roses, France, october 1960. The title of this work by Yves Klein, according to his newspaper Dimanche 27 novembre 1960, is: ''A man in the Space! The painter of the Space throws himself into the Void!'', 1960. Artistic action by Yves Klein.

Photo Harry Shunk-John Kender. © Yves Klein, ADAGP, Paris (for the work). Photo credit : Harry Shunk-John Kender (for the photo). Photograph Shunk-Kender © Roy Lichtenstein Foundation."
Look Mickey,Lichtenstein Roy ,Pop Art,genre painting,"At age 38, Roy Lichtenstein created the breakthrough painting [i]Look Mickey[/i] (1961) that declared the emergence of the [url href=https://www.wikiart.org/en/paintings-by-style/pop-art]Pop Art[/url] style. Lichtenstein appropriated the scene from popular culture, showing two Disney icons, Mickey Mouse and Donald Duck in a humorous situation. In the painting, Mickey and Donald are on a pier: Donald swings the fishing pole above his head thinking he caught a fish when in fact he snagged his coattail. Mickey tries to stifle his laughter while Donald naively says in the bubble text: “Look Mickey, I’ve hooked a big one”.
Multiple stories were told about the origins of the legendary painting: Lichtenstein discovered the image in a bubble gum wrapper, the idea came about during a drawing game with his children or he was inspired by a conversation with the artist [url href=https://www.wikiart.org/en/allan-kaprow]Allan Kaprow[/url]. Most likely, the source was an illustration in the 1960s children's book [i]Donald Duck: Lost and Found[/i]. Lichtenstein’s interest in the subject, that culminated in the painting [i]Look Mickey[/i] (1961), began four years earlier. In 1957 he used a projector to trace a large image of Mickey Mouse on his son’s bedroom wall. The characters of Mickey Mouse, Donald Duck, and Bugs Bunny were featured in earlier works: a series of paintings that were later destroyed, and drawings like [url href=https://www.wikiart.org/en/roy-lichtenstein/mickey-mouse-i-1958][i]Mickey Mouse I[/i][/url] (1958) that mixed coarse strokes of pastel, crayon, and ink.

In [i]Look Mickey[/i], Lichtenstein explored the idea of mechanical reproduction in the printing process, imitating the technique through the language of painting. He hand-painted dots on Mickey’s face and in Donald’s eyes mimicking the ink dots of the Ben-Day printing process that was used in the production of inexpensive comic books and magazines. The artist made subtle changes to the original image in order to present a more cohesive image. He omitted background figures, rotated the point of view by 90 degrees, and limited his palette to the three primary colors and white. By appropriating an image from popular culture, and placing it in the context of fine art, Lichtenstein injected irony and humor into the painting. Lichtenstein’s image is ambiguous, the viewer can identify both with the narrator, Mickey, and the victim, Donald.

The painting represented a radical stylistic shift in Lichtenstein’s art, who hoped that by presenting something completely different he would break through to the forefront of mainstream art. Lichtenstein admitted that the painting reflected his feelings on his professional status: “The subject of the painting is me”. In this way, the two characters can represent Lichtenstein’s sentiment toward this artistic experiment. Donald’s enthusiastic attempt represents his ambition and hope for an artistic breakthrough, while Mickey represents the sobering reality and possibility that it might fail miserably.

[i]Look Mickey[/i] brought Lichtenstein the mainstream success he hoped for, but it also received harsh criticism. He was criticized for counterfeiting commercial images, and famously an art critic called him one of the worst artists in America. Art historians and critics regard [i]Look Mickey[/i] as revolutionary work that announced the [url href=https://www.wikiart.org/en/artists-by-art-movement/pop-art]Pop Art[/url] movement. The artist highlighted the significance of the painting in a later work, [url href=https://www.wikiart.org/en/roy-lichtenstein/artists-studio-look-mickey-1973][i]Artist's Studio—Look Mickey [/i][/url] (1973), in which the painting is featured prominently on the back wall."
Woman with Flowered Hat,Lichtenstein Roy ,Pop Art,portrait,"From the early 1960s and onwards, Roy Lichtenstein began to explore art as a theme by reinterpreting masterpieces of artists such as [url href=https://www.wikiart.org/en/paul-cezanne]Paul Cézanne[/url], [url href=https://www.wikiart.org/en/piet-mondrian]Piet Mondrian[/url], and [url href=https://www.wikiart.org/en/pablo-picasso]Pablo Picasso[/url]. Between 1962 and 1963, Lichtenstein created four paintings based on Picasso’s portraits of women, the last of which is [i]Woman with Flowered Hat[/i] (1963).  The painting is based on [url href=https://www.wikiart.org/en/pablo-picasso/dora-maar-with-cat-1941][i]Dora Maar with Cat[/i][/url] (1941), a portrait of [url href=https://www.wikiart.org/en/dora-maar]Dora Maar[/url], the Surrealist artist who was Picasso’s lover and muse from 1936 to the mid-1940s.

The tumultuous and at times abusive relationship between Picasso and Maar was reflected in Picasso’s depictions of Maar. In [i]Dora Maar with Cat[/i] and other paintings, Picasso depicted his muse as a tormented figure, distorting her features with jagged forms. [i]Dora Maar with Cat[/i] also expressed Picasso’s anxiety and reaction to the troubling events of the time, the Spanish Civil War, and World War II. This angst can be sensed in the spontaneous and emotional nature of the work expressed through bold colors, jagged forms, and dense layers of paint. Lichtenstein possibly was drawn to the portrait because he tended to depict female figures in distress in comic book paintings like [url href=https://www.wikiart.org/en/roy-lichtenstein/drowning-girl-1963][i]Drowning Girl[/i][/url] (1963) and [url href=https://www.wikiart.org/en/roy-lichtenstein/crying-girl-1964][i]Crying Girl[/i][/url] (1964).

In [i]Woman with Flowered Hat[/i], Lichtenstein preserved all the main elements of Picasso’s painting but made significant stylistic changes in terms of color, texture, and form. He painted the portrait in his [url href=https://www.wikiart.org/en/paintings-by-style/pop-art]Pop Art[/url] style that was influenced by mass-produced commercial imagery of comic books, cartoons, and advertising. This style was characterized by primary colors, flat uniform planes, black outlines, and hand-painted Ben-Day dots used in the printing process of inexpensive publications. By imitating mass-produced imagery Lichtenstein removes the painterly sensibility expressed by Picasso. His approach is calculated and meticulous, he paints in an impersonal and precise manner.

Lichtenstein conflates Picasso’s [url href=https://www.wikiart.org/en/paintings-by-style/cubism]Cubism[/url], a groundbreaking style in Modern art history with the style of cheap commercial publications and advertisements. The artist’s combination of high art and popular imagery was understood as an attack on predecessors like Picasso. However, [i]Woman with Flowered Hat[/i] is more of an homage than a parody. Lichtenstein deals with the complex legacy of Picasso by reinterpreting it for the contemporary world saying: “Picasso has become a kind of popular object… one has the feeling there should be a reproduction of Picasso in every home”. By adapting Picasso’s painting to a contemporary society driven by consumerism and mass production, Lichtenstein gives the image new relevance. He explained: “What I wanted to express is not that Picasso was known and therefore commonplace. Nobody thought of Picasso as common. What I am painting is a kind of Picasso done the way a cartoonist does it or the way it might be described to you, so it loses the subtleties of Picasso, but it takes on other characteristics”."
Crying Girl,Lichtenstein Roy ,Pop Art,portrait,"Roy Lichtenstein Crying Girl, 1963, an offset lithograph, was one of his earlier forays into pop art. It was originally made as an invitation to his show in New York at the Leo Castelli Gallery. Aside from the invitations which he folded in four, Lichtenstein kept some and signed them. Many of Lichtenstein’s comic inspired paintings and prints dealt with so-called angsting women in one way or another. He would portray a snapshot of a larger narrative and allow the viewer to fill in the remainder. In terms of Crying Girl, 1963, she looks out of the corner of her eyes to the right and holds her hands to her mouth as if muffling a gasp. Tears bead out of the corner of her eyes and the viewer wonders – what is she looking at? Part of what makes Lichtenstein’s works, and Crying Girl, 1963 in particular, so captivating is that they carry such intense emotion, if only for a moment in time."
